"","project","date","fire_scar","ID","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","horizon","mineral_depth","min_coregrab","mineral_notes","general_notes"
"288","CCE","2024-07-31","Nugget Creek",288,"NuCr6B",NA,NA,NA,NA,NA,NA,NA,"M1",7.5,"Both","Very rocky below organic, difficult to sample. M1 sample is grab sample of approximately top 7.5 cm, not sampled volumetrically. M2 sample taken below grab sample, 2 cm sampled volumetrically, unable to core deeper due to rock","AR measured on downed tree, measuring depth of AR to bottom of tree roots, depth in AR SOL is burned prefire organic with some mixture of post fire organic and mineral deposition. Depth of char layer alone is 1.5 cm"
"289","CCE","2024-07-31","Nugget Creek",289,"NuCr6B",NA,NA,NA,NA,NA,NA,NA,"M2",2,"Both","Very rocky below organic, difficult to sample. M1 sample is grab sample of approximately top 7.5 cm, not sampled volumetrically. M2 sample taken below grab sample, 2 cm sampled volumetrically, unable to core deeper due to rock","AR measured on downed tree, measuring depth of AR to bottom of tree roots, depth in AR SOL is burned prefire organic with some mixture of post fire organic and mineral deposition. Depth of char layer alone is 1.5 cm"
"290","CCE","2024-07-31","Nugget Creek",290,"NuCr6C",7,9,11.5,10,12,10,"","O",NA,NA,NA,"Sampling at 3.6 m because of cwd. AR measured on downed tree, AR SOL depth same as transect soil depth hole but depth for AR SOL recorded here does not include green moss "
"291","CCE","2024-07-31","Nugget Creek",291,"NuCr6C",NA,NA,NA,NA,NA,NA,NA,"M1",4.5,"Grab","Both m1 and m2 are grab samples, not measured volumetrically, estimated depths. 2 cm of rock removed between organic and mineral.","Sampling at 3.6 m because of cwd. AR measured on downed tree, AR SOL depth same as transect soil depth hole but depth for AR SOL recorded here does not include green moss "
"292","CCE","2024-07-31","Nugget Creek",292,"NuCr6C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Grab","Both m1 and m2 are grab samples, not measured volumetrically, estimated depths. 2 cm of rock removed between organic and mineral.","Sampling at 3.6 m because of cwd. AR measured on downed tree, AR SOL depth same as transect soil depth hole but depth for AR SOL recorded here does not include green moss "
"293","CCE","2024-08-03","Teklanika",293,"Tekl1A",10,8,8.5,9.5,9.5,9,"Depth uneven because mineral uneven and not because Anastasia is bad at her job","O",NA,NA,NA,""
"294","CCE","2024-08-03","Teklanika",294,"Tekl1A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"295","CCE","2024-08-03","Teklanika",295,"Tekl1A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"296","CCE","2024-08-03","Teklanika",296,"Tekl1B",14.5,14.5,10,10,10,10,"","O",NA,NA,NA,""
"297","CCE","2024-08-03","Teklanika",297,"Tekl1B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Measured volumetrically but very rocky, so not totally confident about volume. ",""
"298","CCE","2024-08-03","Teklanika",298,"Tekl1B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Measured volumetrically but very rocky, so not totally confident about volume. ",""
"299","CCE","2024-08-03","Teklanika",299,"Tekl1C",7,7.5,10,10,9.5,9,"","O",NA,NA,NA,""
"300","CCE","2024-08-03","Teklanika",300,"Tekl1C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Both","M1 volumetric, but very rocky so medium confidence. Large rock of 3cm in sample. 2 cm of rock removed between m1 and m2. M2 grab sample due to rockiness ",""
"301","CCE","2024-08-03","Teklanika",301,"Tekl1C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Both","M1 volumetric, but very rocky so medium confidence. Large rock of 3cm in sample. 2 cm of rock removed between m1 and m2. M2 grab sample due to rockiness ",""
"302","CCE","2024-08-03","Teklanika",302,"Tekl2A",7,6.5,10,11,10,10,"","O",NA,NA,NA,""
"303","CCE","2024-08-03","Teklanika",303,"Tekl2A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"304","CCE","2024-08-03","Teklanika",304,"Tekl2A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"305","CCE","2024-08-03","Teklanika",305,"Tekl2B",9,8.5,10,10,8.5,9.5,"","O",NA,NA,NA,"Sampled at 13.2 because of cwd"
"306","CCE","2024-08-03","Teklanika",306,"Tekl2B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Sampled at 13.2 because of cwd"
"307","CCE","2024-08-03","Teklanika",307,"Tekl2B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Sampled at 13.2 because of cwd"
"308","CCE","2024-08-03","Teklanika",308,"Tekl2C",7,6.5,10,9,10,10,"","O",NA,NA,NA,""
"309","CCE","2024-08-03","Teklanika",309,"Tekl2C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"310","CCE","2024-08-03","Teklanika",310,"Tekl2C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"311","CCE","2024-08-03","Teklanika",311,"Tekl3A",22.5,24,11,11,9,8,"Hit water at 13","O",NA,NA,NA,""
"312","CCE","2024-08-03","Teklanika",312,"Tekl3A",NA,NA,NA,NA,NA,NA,NA,"M1",9,"Core","Coring into water and rock. Sample volumetric, but dicey",""
"313","CCE","2024-08-03","Teklanika",313,"Tekl3B",18.5,18.5,9,9,10,10,"Large rocks included. Biggest rocks was half in half out of sample ","O",NA,NA,NA,""
"314","CCE","2024-08-03","Teklanika",314,"Tekl3B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Removed 2cm of rock between organic and mineral. ",""
"315","CCE","2024-08-03","Teklanika",315,"Tekl3B",NA,NA,NA,NA,NA,NA,NA,"M2",3,"Core","Removed 2cm of rock between organic and mineral. ",""
"316","CCE","2024-08-03","Teklanika",316,"Tekl3C",22.5,25,10.5,11.5,9,9.5,"","O",NA,NA,NA,""
"317","CCE","2024-08-03","Teklanika",317,"Tekl3C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Too rocky to core further",""
"318","CCE","2024-08-03","Teklanika",318,"Tekl3C",NA,NA,NA,NA,NA,NA,NA,"M2",3,"Core","Too rocky to core further",""
"319","CCE","2024-08-02","Teklanika",319,"Tekl4A",8,7.5,9.5,10,9.5,10,"","O",NA,NA,NA,"Nearest tree had no Ar roots visible. SOL depth at it was 10. Measurements in data are from nearest tree with Ar"
"320","CCE","2024-08-02","Teklanika",320,"Tekl4A",NA,NA,NA,NA,NA,NA,NA,"M1",4,"Both","M1 sampled with corer. Removed 5cm of rock. M2 is grab sample below that to a depth of 5 cm","Nearest tree had no Ar roots visible. SOL depth at it was 10. Measurements in data are from nearest tree with Ar"
"321","CCE","2024-08-02","Teklanika",321,"Tekl4A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Both","M1 sampled with corer. Removed 5cm of rock. M2 is grab sample below that to a depth of 5 cm","Nearest tree had no Ar roots visible. SOL depth at it was 10. Measurements in data are from nearest tree with Ar"
"322","CCE","2024-08-02","Teklanika",322,"Tekl4B",7,8,11,10,10,9,"","O",NA,NA,NA,"Sampled at 13.3 due to cwd"
"323","CCE","2024-08-02","Teklanika",323,"Tekl4B",NA,NA,NA,NA,NA,NA,NA,"M1",4,"Both","M1 sampled with corer. 2 cm of rock removed. M2 grab sample of 2cm","Sampled at 13.3 due to cwd"
"324","CCE","2024-08-02","Teklanika",324,"Tekl4B",NA,NA,NA,NA,NA,NA,NA,"M2",2,"Both","M1 sampled with corer. 2 cm of rock removed. M2 grab sample of 2cm","Sampled at 13.3 due to cwd"
"325","CCE","2024-08-02","Teklanika",325,"Tekl4C",12,10,9,10,9,9.5,"","O",NA,NA,NA,""
"326","CCE","2024-08-02","Teklanika",326,"Tekl4C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"327","CCE","2024-08-02","Teklanika",327,"Tekl4C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"328","CCE","2024-08-02","Teklanika",328,"Tekl5A",7.5,8,9.5,9,9,10,"","O",NA,NA,NA,"Very rainy, sharpie not working, rely on rite in rain paper slips"
"329","CCE","2024-08-02","Teklanika",329,"Tekl5A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Very rainy, sharpie not working, rely on rite in rain paper slips"
"330","CCE","2024-08-02","Teklanika",330,"Tekl5A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Very rainy, sharpie not working, rely on rite in rain paper slips"
"331","CCE","2024-08-02","Teklanika",331,"Tekl5B",33,34,9.5,10,8,8.5,"","O",NA,NA,NA,"Too wet for labels, rely on paper slips"
"332","CCE","2024-08-02","Teklanika",332,"Tekl5B",NA,NA,NA,NA,NA,NA,NA,"M1",7,"Grab","No m2. M1 is a grab sample of 7cm. Organic hole filled with water, mineral sample mixed with water, couldn’t be sampled volumetrically","Too wet for labels, rely on paper slips"
"333","CCE","2024-08-02","Teklanika",333,"Tekl5C",6,7.5,10,10.5,10.5,10.5,"","O",NA,NA,NA,"Too wet for labeling, rely on paper slips"
"334","CCE","2024-08-02","Teklanika",334,"Tekl5C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Too wet for labeling, rely on paper slips"
"335","CCE","2024-08-02","Teklanika",335,"Tekl5C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Too wet for labeling, rely on paper slips"
"336","CCE","2024-08-02","Teklanika",336,"Tekl6A",8,8.5,11,11,10,10,"","O",NA,NA,NA,""
"337","CCE","2024-08-02","Teklanika",337,"Tekl6A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"338","CCE","2024-08-02","Teklanika",338,"Tekl6A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"339","CCE","2024-08-02","Teklanika",339,"Tekl6B",14,11,9,9,10.5,10,"","O",NA,NA,NA,"Sampled at 13.2 because of standing tree"
"340","CCE","2024-08-02","Teklanika",340,"Tekl6B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Sampled at 13.2 because of standing tree"
"341","CCE","2024-08-02","Teklanika",341,"Tekl6B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Sampled at 13.2 because of standing tree"
"342","CCE","2024-08-02","Teklanika",342,"Tekl6C",7,10,9.5,10,8,7,"","O",NA,NA,NA,""
"343","CCE","2024-08-02","Teklanika",343,"Tekl6C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Took extra cm of m2 because impossible to cut precisely with rocks",""
"344","CCE","2024-08-02","Teklanika",344,"Tekl6C",NA,NA,NA,NA,NA,NA,NA,"M2",6,"Core","Took extra cm of m2 because impossible to cut precisely with rocks",""
