date,fire_scar,site,plot,cwd_species,diameter,decay_class,combustion
7/17/2023,KilolitnaTal,52,B,NA,NA,NA,NA
7/17/2023,KilolitnaTal,52,C,white spruce,9.8,soft,25
7/17/2023,KilolitnaTal,52,C,unknown,2.5,hard,75
7/18/2023,KilolitnaTal,53,A,NA,NA,NA,NA
7/18/2023,KilolitnaTal,53,B,NA,NA,NA,NA
7/18/2023,KilolitnaTal,53,C,NA,NA,NA,NA
7/18/2023,KilolitnaTal,54,A,NA,NA,NA,NA
7/18/2023,KilolitnaTal,54,B,NA,NA,NA,NA
7/18/2023,KilolitnaTal,54,C,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,55,A,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,55,B,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,55,C,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,56,A,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,56,B,NA,NA,NA,NA
7/18/2023,KilolitnaTalHolanada,56,C,NA,NA,NA,NA
7/19/2023,KilolitnaTalHolanada,57,A,NA,NA,NA,NA
7/19/2023,KilolitnaTalHolanada,57,B,unknown conifer,4.1,hard,50
7/19/2023,KilolitnaTalHolanada,57,C,unknown conifer,14.1,hard,25
7/19/2023,KilolitnaTalHolanada,57,C,unknown,15.2,hard,75
7/19/2023,KilolitnaTalHolanada,58,A,birch,10.2,hard,75
7/19/2023,KilolitnaTalHolanada,58,A,NA,NA,NA,NA
7/19/2023,KilolitnaTalHolanada,58,B,black spruce,1.5,hard,25
7/19/2023,KilolitnaTalHolanada,58,B,black spruce,1.5,hard,25
7/19/2023,KilolitnaTalHolanada,58,B,black spruce,1.5,hard,50
7/19/2023,KilolitnaTalHolanada,58,C,unknown conifer,3.2,hard,25
7/19/2023,KilolitnaTalHolanada,58,C,birch,2.9,hard,25
7/19/2023,KilolitnaTalHolanada,58,C,black spruce,5.6,hard,25
7/19/2023,KilolitnaTalHolanada,58,C,birch,2.2,hard,50
7/19/2023,KilolitnaTalHolanada,58,C,black spruce,5,hard,50
7/19/2023,KilolitnaTalHolanada,58,C,unknown,18.8,soft,50
7/19/2023,KilolitnaTalHolanada,58,C,birch,4.3,hard,75
7/19/2023,KilolitnaTalHolanada,58,C,unknown,5,crumbly,75
7/19/2023,KilolitnaTalHolanada,59,A,black spruce,6.8,hard,25
7/19/2023,KilolitnaTalHolanada,59,B,black spruce,6,crumbly,25
7/19/2023,KilolitnaTalHolanada,59,B,black spruce,2.6,crumbly,25
7/19/2023,KilolitnaTalHolanada,59,B,black spruce,4,hard,25
7/19/2023,KilolitnaTalHolanada,59,B,black spruce,13,crumbly,25
7/19/2023,KilolitnaTalHolanada,59,C,NA,NA,NA,NA
7/22/2022,LittleYunBear,342,A,black spruce,7.1,hard,75
7/22/2022,LittleYunBear,342,A,black spruce,7.1,crumbly,75
7/22/2022,LittleYunBear,342,B,black spruce,5.5,hard,75
7/22/2022,LittleYunBear,342,B,black spruce,7.5,hard,25
7/22/2022,LittleYunBear,342,B,black spruce,7.5,crumbly,50
7/22/2022,LittleYunBear,342,B,black spruce,7.1,hard,75
7/22/2022,LittleYunBear,342,B,black spruce,9.5,hard,75
7/22/2022,LittleYunBear,342,C,black spruce,8.1,hard,75
7/22/2022,LittleYunBear,342,C,black spruce,5.2,hard,75
7/22/2022,LittleYunBear,342,C,black spruce,9.1,hard,25
7/22/2022,LittleYunBear,410,A,black spruce,8,hard,50
7/22/2022,LittleYunBear,410,A,black spruce,7,hard,25
7/22/2022,LittleYunBear,410,A,black spruce,7.8,hard,50
7/22/2022,LittleYunBear,410,A,black spruce,9.5,hard,75
7/22/2022,LittleYunBear,410,B,black spruce,10,hard,50
7/22/2022,LittleYunBear,410,B,black spruce,5.5,hard,25
7/22/2022,LittleYunBear,410,C,black spruce,10.9,hard,25
7/22/2022,LittleYunBear,410,C,black spruce,6.9,hard,50
7/22/2022,LittleYunBear,410,C,black spruce,9.5,hard,50
7/22/2022,LittleYunBear,501,A,black spruce,5.4,hard,75
7/22/2022,LittleYunBear,501,A,black spruce,7.5,hard,25
7/22/2022,LittleYunBear,501,A,black spruce,5,crumbly,75
7/22/2022,LittleYunBear,501,A,black spruce,5.4,crumbly,75
7/22/2022,LittleYunBear,501,B,black spruce,5.1,hard,75
7/22/2022,LittleYunBear,501,C,black spruce,4.8,hard,25
7/22/2022,LittleYunBear,664,A,black spruce,10,crumbly,75
7/22/2022,LittleYunBear,664,B,black spruce,7.8,hard,75
7/22/2022,LittleYunBear,664,C,NA,NA,NA,NA
7/22/2022,LittleYunBear,1037,A,black spruce,8.5,crumbly,75
7/22/2022,LittleYunBear,1037,A,black spruce,5.2,hard,75
7/22/2022,LittleYunBear,1037,A,black spruce,5.8,hard,75
7/22/2022,LittleYunBear,1037,B,black spruce,10.1,hard,75
7/22/2022,LittleYunBear,1037,C,black spruce,5,hard,75
7/22/2022,LittleYunBear,2101,A,NA,NA,NA,NA
7/22/2022,LittleYunBear,2101,A,NA,NA,NA,NA
7/22/2022,LittleYunBear,2101,C,NA,NA,NA,NA
7/11/2021,Livengood,126,A,black spruce,5,hard,25
7/11/2021,Livengood,126,B,NA,NA,NA,NA
7/11/2021,Livengood,126,C,black spruce,5.4,hard,25
7/11/2021,Livengood,134,A,NA,NA,NA,NA
7/11/2021,Livengood,134,B,black spruce,6,soft,75
7/11/2021,Livengood,134,C,NA,NA,NA,NA
7/10/2021,Livengood,148,A,NA,NA,NA,NA
7/10/2021,Livengood,148,B,NA,NA,NA,NA
7/10/2021,Livengood,148,C,NA,NA,NA,NA
7/11/2021,Livengood,157,A,NA,NA,NA,NA
7/11/2021,Livengood,157,B,NA,NA,NA,NA
7/11/2021,Livengood,157,C,unknown,5,crumbly,75
7/10/2021,Livengood,164,A,black spruce,5,hard,75
7/10/2021,Livengood,164,A,black spruce,7,hard,50
7/10/2021,Livengood,164,B,black spruce,7,soft,75
7/10/2021,Livengood,164,C,NA,NA,NA,NA
7/10/2021,Livengood,170,A,unknown,27.4,crumbly,75
7/10/2021,Livengood,170,A,unknown,17.3,crumbly,25
7/10/2021,Livengood,170,B,unknown,14.1,hard,50
7/10/2021,Livengood,170,B,unknown,7.5,soft,25
7/10/2021,Livengood,170,B,unknown,12,hard,50
7/10/2021,Livengood,170,B,unknown,5.5,hard,75
7/10/2021,Livengood,170,C,unknown,11.5,crumbly,75
7/10/2021,Livengood,170,C,unknown,16.5,crumbly,25
7/10/2021,Livengood,170,C,unknown,13.3,hard,50
7/10/2021,Livengood,170,C,unknown,11.6,soft,50
7/10/2021,Livengood,173,A,unknown,24.5,crumbly,25
7/10/2021,Livengood,173,B,NA,NA,NA,NA
7/10/2021,Livengood,173,C,unknown,5.5,hard,75
7/10/2021,Livengood,173,C,unknown,8.1,soft,75
7/10/2021,Livengood,173,C,unknown,7.5,hard,75
7/10/2021,Livengood,173,C,unknown,5.2,hard,50
7/10/2021,Livengood,173,C,unknown,5.7,crumbly,50
7/11/2021,Livengood,176,A,unknown,5.2,crumbly,75
7/11/2021,Livengood,176,B,unknown,5.1,hard,75
7/11/2021,Livengood,176,B,unknown,9,hard,75
7/11/2021,Livengood,176,C,unknown,10.5,crumbly,75
7/10/2021,Livengood,179,A,NA,NA,NA,NA
7/10/2021,Livengood,179,B,NA,NA,NA,NA
7/10/2021,Livengood,179,C,NA,NA,NA,NA
7/15/2021,Manley,326,A,unknown,5.1,hard,75
7/15/2021,Manley,326,A,unknown,6.3,hard,75
7/15/2021,Manley,326,A,unknown,7,crumbly,75
7/15/2021,Manley,326,A,unknown,5,crumbly,75
7/15/2021,Manley,326,B,unknown,5,hard,75
7/15/2021,Manley,326,B,unknown,8.3,hard,75
7/15/2021,Manley,326,C,unknown,7.4,hard,75
7/15/2021,Manley,326,C,unknown,8.1,soft,75
7/15/2021,Manley,326,C,unknown,5.5,hard,75
7/15/2021,Manley,326,C,unknown,6.3,hard,50
7/15/2021,Manley,326,C,unknown,6,hard,75
7/15/2021,Manley,326,C,unknown,5.6,hard,50
7/14/2021,Manley,328,A,unknown,6,hard,75
7/14/2021,Manley,328,B,birch,5.9,soft,50
7/14/2021,Manley,328,B,birch,9.8,crumbly,75
7/14/2021,Manley,328,B,unknown,5.1,hard,75
7/14/2021,Manley,328,B,unknown,7.6,crumbly,75
7/14/2021,Manley,328,B,unknown,5.8,hard,50
7/14/2021,Manley,328,B,unknown,5,hard,75
7/14/2021,Manley,328,C,NA,NA,NA,NA
