sample_id,field_id,fire,site,plot,soil_depth_top_cm,soil_depth_bottom_cm,initial_mass_g,pre_homo_subsample_mass_g,cn_d1,cn_d2,cn_w1,cn_w2,cn_l1,cn_l2,homogenized_soil_mass_g,subsample_fine_wet_mass_g,coarse_wet_mass_g,rock_weight_g,rock_volume_ml,subsample_fine_dry_mass_g,coarse_dry_mass_g,N_weight_per,C_weight_per
LC_1000,Manley 326C,Manley,326,C,0,5,46.23,46.23,4.25,4.5,9.5,10.5,6.75,6.5,35.07,23.71,7.4,NA,NA,15.95,NA,1.56,38.97
LC_1001,Manley 328A,Manley,328,A,0,5,80.86,80.86,5,5.25,11.5,11,5,5,77.66,25.74,3.59,NA,NA,16.81,NA,0.62,15.08
LC_1002,Manley 328A,Manley,328,A,5,10,76.01,76.01,2,2.5,10.5,10.5,5,5,73.15,24.64,1.62,NA,NA,16.71,NA,0.23,4.46
LC_1003,Manley 331A,Manley,331,A,0,5,66.23,66.23,2,1,12,10.5,5,5,62.56,26.68,1.82,NA,NA,17.01,NA,0.66,8.31
LC_1004,Manley 342B,Manley,342,B,0,5,28.8,28.8,5,5,11.5,12,4.5,4.5,25.94,22.61,1.57,NA,NA,13.54,NA,1.48,41.81
LC_1005,Manley 342B,Manley,342,B,5,10,84.24,84.24,4,3.5,12,11.5,5.5,5,79.28,24.49,2.48,NA,NA,14.4,NA,0.56,15.11
LC_1006,Manley 345A,Manley,345,A,0,5,26.25,26.25,3.5,4.5,10,10,4.5,5,24.66,24.48,0.64,NA,NA,15.02,NA,1.03,43.09
LC_1007,Manley 355A,Manley,355,A,0,5,18.84,18.84,4.2,4.8,10.3,10,4,4.5,14.25,13.85,2.83,NA,NA,9.21,NA,1.11,48.06
LC_1008,Manley 355A,Manley,355,A,5,10,98.46,98.46,6.5,5.5,11,11,3.5,4.4,91.8,25.55,3.42,NA,NA,13.89,NA,0.68,16.65
LC_1009,Manley 358B,Manley,358,B,0,5,194.11,194.11,3.5,2.5,13,14.5,6.5,6.5,181.19,28.46,7.9,NA,NA,22.38,NA,0.32,6.11
LC_1010,Manley 359B,Manley,359,B,0,5,71.04,71.04,4.5,4.5,12.5,13,4.5,4.5,62.61,27.07,4.95,NA,NA,7.48,NA,1.87,39.35
LC_1011,Manley 359B,Manley,359,B,5,10,238.76,238.76,6,5,13,13,4,4,229.6,24.94,4.98,NA,NA,13.44,NA,0.59,10.65
LC_1012,Manley 360A,Manley,360,A,0,5,178.54,178.54,5,4.8,12.5,12,5,5,173.48,28.84,2,NA,NA,18.7,NA,0.62,11.8
LC_1013,MtPrindle1 536B,MtPrindle1,536,B,0,5,232.1,232.1,4.5,3.5,14.5,14,5.5,5,219.33,28.98,6.52,NA,NA,16.7,NA,0.89,13.46
LC_1014,MtPrindle1 542C,MtPrindle1,542,C,0,5,56.57,56.57,2.5,2,10,10,4.5,5,54.27,26.68,1.04,NA,NA,21.18,NA,0.77,11.45
LC_1015,MtPrindle1 552C,MtPrindle1,552,C,0,5,87.02,87.02,2,2,5.5,6,11,11,81.48,28.74,1.58,NA,NA,19.44,NA,0.7,11.92
LC_1016,MtPrindle1 554B,MtPrindle1,554,B,0,5,98.31,98.31,2,2,12,12.5,4.5,5,79.28,28.77,8.31,NA,NA,24.18,NA,0.41,7.21
LC_1017,MtPrindle1 570C,MtPrindle1,570,C,0,5,92.75,92.75,3,2.5,12,12.5,5,6,81.48,24.84,0.12,NA,NA,17.88,NA,0.69,12.91
LC_1018,MtPrindle1 576B,MtPrindle1,576,B,0,5,71.42,71.42,2,2,10.5,10.5,5,5.5,79.28,26.9,0.78,NA,NA,19.1,NA,0.67,11.57
LC_1019,MtPrindle2 587C,MtPrindle2,587,C,0,5,46.72,46.72,4.5,4.5,5,5,13,13,81.52,21.82,3.07,NA,NA,7.97,NA,1.41,46.85
LC_1020,MtPrindle2 587C,MtPrindle2,587,C,5,10,37.69,37.69,4.5,5,5,4.5,11.5,12.5,59.46,23.32,3.42,NA,NA,9.02,NA,1.07,46.3
LC_1021,MtPrindle2 587C,MtPrindle2,587,C,10,15,44.66,44.66,5,5,4.5,5.5,11,10.5,32.49,22.52,8.09,NA,NA,10.32,NA,1.64,47.47
LC_1022,MtPrindle2 587C,MtPrindle2,587,C,15,20,80.13,80.13,5,6,4.5,5,10,9,23.4,25.19,3.18,NA,NA,7.6,NA,1.83,44.04
LC_1023,MtPrindle2 607B,MtPrindle2,607,B,0,5,62.16,62.16,1,1,6,6,12,11.5,25,25.01,0.94,NA,NA,16,NA,0.99,19.96
LC_1024,MtPrindle2 609C,MtPrindle2,609,C,0,5,85.18,85.18,4.5,5,6,6,13,13,65.74,24.14,1.68,NA,NA,15.12,NA,1.53,35.45
LC_1025,MtPrindle2 609C,MtPrindle2,609,C,5,10,85.55,85.55,2,2,6,4,12,13,58,26.29,4.32,NA,NA,18.77,NA,0.73,16.45
LC_1026,MtPrindle2 617A,MtPrindle2,617,A,0,5,58.98,58.98,1,2,5,6,12,12,79.3,25.38,1.54,NA,NA,18.48,NA,1.22,18.71
LC_1027,MtPrindle2 624C,MtPrindle2,624,C,0,5,60.02,60.02,1.5,1.5,6,6,13,13,78,23.24,1.93,NA,NA,15.04,NA,1.64,32.24
LC_1028,MtPrindle2 627C,MtPrindle2,627,C,0,5,111.31,111.31,5,5,5,4.5,11,12,54.58,25.77,1.64,NA,NA,9.34,NA,1.69,39.91
LC_1029,MtPrindle2 627C,MtPrindle2,627,C,5,10,121.93,121.93,4,4.5,6,5,12,12,115.95,25.98,1.56,NA,NA,8.13,NA,1.72,36.66
LC_1030,TananaRoad 735B,TananaRoad,735,B,0,5,89.82,89.82,5,5,5.5,5.5,12,11,51.98,22.68,6.17,NA,NA,17.61,NA,1.16,29.66
LC_1031,TananaRoad 740C,TananaRoad,740,C,0,5,55.93,55.93,1,1.5,6,4,10.5,10.5,77.61,23.3,1.21,NA,NA,19.98,NA,0.71,9.94
LC_1032,TananaRoad 747C,TananaRoad,747,C,0,5,36.73,36.73,3.5,4,5,4,14,13,24.3,18.05,8.64,NA,NA,14.89,NA,1.63,43.82
LC_1033,TananaRoad 747C,TananaRoad,747,C,5,10,155,155,7,5,4.5,4,14,13.5,139.01,21.44,8.6,NA,NA,12.83,NA,1.65,30.95
LC_1034,TananaRoad 757B,TananaRoad,757,B,0,5,33.6,33.6,5,5,3.5,4,11,11,27.98,20.33,3.13,NA,NA,16.96,NA,1.2,40.45
LC_1035,TananaRoad 757B,TananaRoad,757,B,5,10,69.59,69.59,2.5,1.5,4.5,4.5,11,11,60.4,23.84,6.32,NA,NA,18.18,NA,0.65,17.76
LC_1036,TananaRoad 777B,TananaRoad,777,B,0,5,72.95,72.95,2.5,0.5,4.5,4,12,12,70.73,21.8,0,NA,NA,19.73,NA,0.46,10.85
LC_1037,TananaRoad 876A,TananaRoad,876,A,0,5,29.42,29.42,5,5,3.5,3.5,12,13,25.1,19.59,1.67,NA,NA,13.87,NA,1.22,46.59
LC_1038,TananaRoad 876A,TananaRoad,876,A,5,10,121.62,121.62,5,4.5,4.5,4,11.5,10.5,114.34,27.32,2.64,NA,NA,9.59,NA,1.45,33.56
LC_1039,TananaRoad 876A,TananaRoad,876,A,10,15,128.16,128.16,2.5,2,5,5.5,11.5,11,113.27,26.48,10.71,NA,NA,14.38,NA,0.6,11.28
LC_1040,TananaRoad 905C,TananaRoad,905,C,0,5,31.68,31.68,5,4,4.5,4,13,12.5,27.72,20.37,1.49,NA,NA,17.03,NA,1.27,50.21
LC_1041,TananaRoad 905C,TananaRoad,905,C,5,10,56.15,56.15,5,5.5,4,4,14,13.5,44,22.94,8.15,NA,NA,13.04,NA,1.4,46.2
LC_1042,TananaRoad 905C,TananaRoad,905,C,10,15,151.94,151.94,6,5,5,4.5,13.5,14,137.06,24.12,7.4,NA,NA,7.56,NA,1.83,43.61
LC_1043,TananaRoad 905C,TananaRoad,905,C,15,20,121.21,121.21,4.5,3,5,4.5,13.5,12,111.64,25.69,4.81,NA,NA,7.43,NA,2.18,40.3
LC_1044,TananaRoad 929A,TananaRoad,929,A,0,5,69.24,69.24,4.5,5,4.5,4.5,11.5,11,64.17,24.88,1.78,NA,NA,15.62,NA,1.32,37.01
LC_1045,TananaRoad 929A,TananaRoad,929,A,5,10,100.24,100.24,2.5,2.5,4,4,11.5,11.5,96.64,22.9,0.27,NA,NA,14.25,NA,0.48,10.51
LC_1046,Manley 326A,Manley,326,A,0,5,36.91,36.91,1,1,5,5,10,11.5,33.57,22.3,1.07,NA,NA,16.54,NA,0.75,20.39
LC_1047,Manley 328C,Manley,328,C,0,5,121.61,121.61,6,6,5,5.5,12.5,12.5,112.53,21.64,5.28,NA,NA,15.4,NA,1.22,36.71
LC_1048,Manley 331C,Manley,331,C,0,5,167.49,167.49,3,2.5,5.5,5.5,13.5,13.5,162.03,26.97,2.7,NA,NA,19.26,NA,0.34,4.98
LC_1049,Manley 355B,Manley,355,B,0,5,39.22,39.22,4.5,3,5.5,5,12,12,35.03,25.65,2.84,NA,NA,8,NA,1.14,44.78
LC_1050,Manley 355B,Manley,355,B,5,10,36.88,36.88,3,2.5,5,4.5,12.5,12,34.97,23.48,0.8,NA,NA,5.95,NA,1.49,42.76
LC_1051,Manley 358C,Manley,358,C,0,5,56.64,56.64,4,5,4.5,4.5,12.5,12,52.6,23.81,2.55,NA,NA,17.54,NA,0.71,30.36
LC_1052,Manley 359A,Manley,359,A,0,5,52.59,52.59,3,2,5.5,5,14.5,14,45.08,25.96,5.81,NA,NA,8.51,NA,1.91,43.89
LC_1053,Manley 359A,Manley,359,A,5,10,208.22,208.22,4.5,5,5,5,15,14.5,202.06,27.34,0.75,NA,NA,10.72,NA,1.63,34.83
LC_1054,Manley 359A,Manley,359,A,10,15,207.11,207.11,2.5,2.5,4.5,4,15,15,205.02,26.7,0,NA,NA,16.76,NA,0.38,6.66
LC_1055,Manley 360B,Manley,360,B,0,5,52.31,52.31,4.5,4,4.5,4.5,11.5,11.5,44.1,21.4,5.08,NA,NA,9.75,NA,1.8,40.32
LC_1056,Manley 360B,Manley,360,B,5,10,184.82,184.82,4,4.5,5,4.5,11,11,178.99,27.5,3.35,NA,NA,17.81,NA,0.46,8.94
LC_1057,MtPrindle1 536A,MtPrindle1,536,A,0,5,195,195,4.5,6,5,5,11,11,183.07,22.93,8.78,NA,NA,13.97,NA,1.13,16.51
LC_1058,MtPrindle1 542B,MtPrindle1,542,B,0,5,25.39,25.39,1.5,1,4.5,4.5,9.5,10,25.11,23.9,0,NA,NA,18.68,NA,1.7,25.84
LC_1059,MtPrindle1 552B,MtPrindle1,552,B,0,5,36.22,36.22,1,1.5,4,3,9.5,9.5,34.49,21.8,0.45,NA,NA,15.91,NA,0.8,13.18
LC_1060,MtPrindle1 554A,MtPrindle1,554,A,0,5,62.37,62.37,1,1,5,5,12,12,61.08,24.73,0,NA,NA,17.28,NA,0.65,10.04
LC_1061,MtPrindle2 587B,MtPrindle2,587,B,0,5,137.77,137.77,4.5,4.5,5,5,13,13,128.21,23.99,5.3,NA,NA,8.51,NA,1.75,32.82
LC_1062,MtPrindle2 587B,MtPrindle2,587,B,5,10,315.49,315.49,5,5,6,5.5,14,14,310.29,30.85,0.36,NA,NA,10.78,NA,1.78,31.61
LC_1063,MtPrindle2 607A,MtPrindle2,607,A,0,5,181.2,181.2,4,4,5,4.5,11.5,11.5,171.4,22.26,5,NA,NA,10.81,NA,0.75,22.63
LC_1064,MtPrindle2 609A,MtPrindle2,609,A,0,5,229.4,229.4,3,3.5,7,7.5,12.5,13,200.8,23.56,25.1,NA,NA,17.61,NA,0.91,16.83
LC_1065,MtPrindle2 617C,MtPrindle2,617,C,0,5,34.4,34.4,4,3,4,5,11,11,30.3,24.79,2.3,NA,NA,16.3,NA,1.4,35.66
LC_1066,TananaRoad 735A,TananaRoad,735,A,0,5,132.1,132.1,3.5,3,6,6.5,12,12,112,21.14,17.5,NA,NA,17.09,NA,0.66,14.91
LC_1067,TananaRoad 747B,TananaRoad,747,B,0,5,130.3,130.3,5,5,5,5,10,10.5,21.4,20.17,7.4,NA,NA,16.32,NA,1.37,41.18
LC_1068,TananaRoad 747B,TananaRoad,747,B,5,10,101.8,101.8,4,4,5,5,10,10,82.1,22.04,16.9,NA,NA,17.28,NA,0.64,14.57
LC_1069,TananaRoad 757A,TananaRoad,757,A,0,5,130,130,3,3,6,6,10,11,123.2,25.43,4.9,NA,NA,23.61,NA,0.52,10.61
LC_1070,TananaRoad 876C,TananaRoad,876,C,0,5,119,119,4,4.5,5.5,5,13,13,113.4,23.59,3,NA,NA,12.15,NA,1.34,25.55
LC_1071,TananaRoad 905B,TananaRoad,905,B,0,5,34.2,34.2,5,5,5,5,9.5,9.5,29.5,22.34,3.4,NA,NA,16.39,NA,1.35,47.22
LC_1072,TananaRoad 905B,TananaRoad,905,B,5,10,68.5,68.5,4,4,5,5,9.5,9.5,61.8,24.28,4.2,NA,NA,9.23,NA,1.27,42.54
LC_1073,TananaRoad 905B,TananaRoad,905,B,10,15,79.8,79.8,3,2.5,6,5.5,7.5,8,75.9,23.61,1.8,NA,NA,9.41,NA,1.68,31.27
LC_1074,TananaRoad 929C,TananaRoad,929,C,0,5,46.6,46.6,4,4,3.5,4,12,12.5,44,22.76,1.5,NA,NA,19.32,NA,0.55,11.74
LC_1075,Shovel 8A,Shovel,8,A,0,5,59.8,59.8,5,5,10,9,5,5,48.4,24.1,6.7,NA,NA,6.3,NA,1.4,43.98
LC_1076,Shovel 8A,Shovel,8,A,5,10,74.2,74.2,4,4,10,10,5,5,66.4,21.4,1.4,NA,NA,4.3,NA,1.41,43.35
LC_1077,Shovel 8A,Shovel,8,A,10,15,78,78,4,4,9.5,9.5,5,5.5,68.8,22.3,3.7,NA,NA,4.9,NA,1.41,41.4
LC_1078,Shovel 8A,Shovel,8,A,15,20,60.9,60.9,5,5,9,9,4.5,4,48.8,22,5.4,NA,NA,7,NA,1.5,44.21
LC_1079,Shovel 8A,Shovel,8,A,20,25,97.5,97.5,5,4.5,8,9,4,5,86.5,23.5,4.9,NA,NA,6.5,NA,1.68,43.73
LC_1080,Shovel 8A,Shovel,8,A,25,30,65.3,65.3,5,4,7.5,8,4,5,45.6,22.2,15.3,NA,NA,6,NA,1.61,42.65
LC_1081,Shovel 8A,Shovel,8,A,30,35,58.6,58.6,5,4,7,7,4,3,52.4,23.3,2.5,NA,NA,6.1,NA,1.927993161,42.60728762
LC_1082,Shovel 8A,Shovel,8,A,35,40,197.1,197.1,5,4,9,9,5,4,190.4,21,0.2,NA,NA,6.4,NA,1.399619149,26.62908983
LC_1083,Shovel 18C,Shovel,18,C,0,5,65.6,65.6,5,4,14.5,14,6,7,45.3,21.2,13.9,NA,NA,9.1,NA,1.550454714,47.17704626
LC_1084,Shovel 18C,Shovel,18,C,5,10,114.9,114.9,4,5,15,14,6,6,45.8,20.7,61.5,NA,NA,8.5,NA,1.378684952,46.34424879
LC_1085,Shovel 18C,Shovel,18,C,10,15,141.3,141.3,4,5,15,14,6,7,116,22.6,17.7,NA,NA,8.6,NA,1.211758254,37.88737291
LC_1086,Shovel 21B,Shovel,21,B,0,5,50.8,50.8,4,5,12,12,5.5,6,42,20.9,5.4,NA,NA,9.8,NA,1.257878722,45.73563191
LC_1087,Shovel 21B,Shovel,21,B,5,10,112.2,112.2,4,4,12.5,13,5.5,6,97,21.1,10.2,NA,NA,6.8,NA,1.858083954,43.63811582
LC_1088,Shovel 26B,Shovel,26,B,0,5,56.4,56.4,3,1,11,11,5,5,52.2,22.4,1.9,NA,NA,16.5,NA,1.236661433,17.60495935
LC_1089,Shovel 31C,Shovel,31,C,0,5,12.6,12.6,3,3,9,9,3,4,5,4.9,6.5,NA,NA,4.7,NA,1.373787729,46.45842806
LC_1090,Shovel 31C,Shovel,31,C,5,10,29.2,29.2,5,5,11,11,4,5,17.9,16.3,8.7,NA,NA,6.3,NA,1.4034031,45.66377196
LC_1091,Shovel 31C,Shovel,31,C,10,15,55.4,55.4,5,5,10,11,4,5,44.7,22.3,6.7,NA,NA,5.6,NA,1.565017953,43.83745916
LC_1092,Shovel 31C,Shovel,31,C,15,20,32,32,4,3,10,9,5,4,24.8,23.2,4.4,NA,NA,7.5,NA,1.700781735,41.78626605
LC_1093,Shovel 41A,Shovel,41,A,0,5,36.2,36.2,5,5,11,10,4.5,5,30.3,20.5,3.8,NA,NA,17.9,NA,1.482541142,40.9285295
LC_1094,Shovel 47C,Shovel,47,C,0,5,29.9,29.9,4,5,10,11,4.5,5,27.2,20.7,1.6,NA,NA,18.3,NA,1.443336858,40.68199389
LC_1095,Shovel 47C,Shovel,47,C,5,10,51,51,2,3,10,11,4,3,48.6,22.9,0.4,NA,NA,13.8,NA,1.08780025,21.47465834
LC_1096,Shovel 60C,Shovel,60,C,0,5,32.8,32.8,6,4,11,10,4,3,29.1,20.8,3,NA,NA,18.9,NA,1.688276894,39.8952625
LC_1097,Aggie 89B,Aggie,89,B,0,5,188.1,188.1,6,4,11.5,12,5,5,173.9,22.3,5.5,NA,NA,5.9,NA,1.73531229,40.41339452
LC_1098,Aggie 89B,Aggie,89,B,5,10,284.1,284.1,3,4,12,12,4,5.5,279.7,23.7,0.6,NA,NA,8.1,NA,0.880681887,18.24124774
LC_1099,Aggie 93B,Aggie,93,B,0,5,134.5,134.5,5,5,11,10,6,6,128.6,24.1,2.7,NA,NA,12.2,NA,1.073147473,26.08724977
LC_1100,Aggie 94A,Aggie,94,A,0,5,126.03,126.03,5,4.5,12.5,12,5,5,122.04,21.84,2.34,NA,NA,10.6,NA,1.457130113,31.66838749
LC_1101,Aggie 99C,Aggie,99,C,0,5,91.15,91.15,5,4.5,13,13,6,6,82.82,21.1,5.79,NA,NA,5.3,NA,0.972402918,43.32360432
LC_1102,Aggie 99C,Aggie,99,C,5,10,93.97,93.97,5,5.5,13,14,5.5,5,83.19,21.4,8.04,NA,NA,3.5,NA,0.883849878,45.31264447
LC_1103,Aggie 99C,Aggie,99,C,10,15,89.17,89.17,5,5.5,13,13,5,5,78.25,21.38,7.83,NA,NA,3.82,NA,1.155244342,43.95227436
LC_1104,Aggie 99C,Aggie,99,C,15,20,242.4,242.4,5,5,10,10,8,5,237.1,23.18,2.26,NA,NA,5.77,NA,1.83637595,41.1969331
LC_1105,Aggie 99C,Aggie,99,C,20,25,274.67,274.67,5,5,10,10,5,7,268.28,22.54,2.81,NA,NA,4.62,NA,1.835666485,41.8294897
LC_1106,Aggie 103C,Aggie,103,C,0,5,80.36,80.36,6,6,12.5,13,5,5,70.44,21.46,6.75,NA,NA,16.46,NA,1.621487117,40.13083111
LC_1107,Aggie 103C,Aggie,103,C,5,10,240,240,6,5,11,10,5,5.5,225.57,23.84,9.46,NA,NA,14.82,NA,0.530736675,9.936183255
LC_1108,Aggie 109A,Aggie,109,A,0,5,100.63,100.63,5,5.5,13,12.5,5,5,90.73,21.12,6.17,NA,NA,16.48,NA,1.220632192,27.45117054
LC_1109,Aggie 110B,Aggie,110,B,0,5,56.36,56.36,6,5,12,12,4,5,46.09,22.31,6.13,NA,NA,14.72,NA,1.356602449,43.61185762
LC_1110,Aggie 110B,Aggie,110,B,5,10,178.49,178.49,6,6,4.5,5.5,2,11.5,166.35,23.28,4.62,NA,NA,12.05,NA,1.112684907,24.53439953
LC_1111,Aggie 111B,Aggie,111,B,0,5,47.601,47.601,5,4,11,10,7,6,40.051,21.14,2.39,NA,NA,14.35,NA,1.362884115,39.53864323
LC_1112,Aggie 111B,Aggie,111,B,5,10,126.698,126.698,5,5,8,9.5,6.5,6,117.145,22.95,1.8,NA,NA,8.59,NA,0.659225791,15.55408383
LC_1113,Livengood 126B,Livengood,126,B,0,5,19.916,19.916,5,5,9,9,5,5,16.466,15.87,0.95,NA,NA,13.4,NA,1.220721595,43.23776643
LC_1114,Livengood 126B,Livengood,126,B,5,10,40.044,40.044,4.5,5,9,9,5,6,32.392,21.4,1.9,NA,NA,8.58,NA,1.308921509,45.12605513
LC_1115,Livengood 126B,Livengood,126,B,10,15,154.87,154.87,4.5,4.5,8,8,5,6,137.671,21,7.98,NA,NA,5.21,NA,1.80407492,35.77053172
LC_1116,Livengood 126B,Livengood,126,B,15,20,211.508,211.508,5,5,8,8,6,8,198.83,23.87,2.85,NA,NA,9.14,NA,1.321567095,27.57166614
LC_1117,Livengood 134B,Livengood,134,B,0,5,131.345,131.345,5,5,12,12,6.5,6,105.164,22.9,8.6,NA,NA,5.35,NA,1.353577747,39.45368597
LC_1118,Livengood 134B,Livengood,134,B,5,10,80.318,80.318,5,4.5,12,12,6.5,6,67.095,21.35,4.94,NA,NA,4.41,NA,1.370131235,44.09305917
LC_1119,Livengood 134B,Livengood,134,B,10,15,327.816,327.816,5,5,12,13,6,6,295.205,22.99,19.48,NA,NA,4.19,NA,1.79581239,37.53109389
LC_1120,Livengood 134B,Livengood,134,B,15,20,335.08,335.08,5,5,12,13.5,7,6.5,296.803,22.66,23.42,NA,NA,5.25,NA,1.731578736,33.51152762
LC_1121,Livengood 134B,Livengood,134,B,20,25,341.833,341.833,5,5,13,12.5,6.5,6,325.292,24.11,2.89,NA,NA,8.49,NA,1.049474843,19.43612535
LC_1122,Livengood 134B,Livengood,134,B,25,30,294.119,294.119,4.5,4,11,10,6,7,282.792,24.53,4.5,NA,NA,11.78,NA,0.763210436,12.20890518
LC_1123,Livengood 148A,Livengood,148,A,0,5,67.256,67.256,3.5,4,11.5,11,6,6,59.665,22.19,1.81,NA,NA,15.9,NA,1.245957924,27.77698923
LC_1124,Livengood 157C,Livengood,157,C,0,5,61.54,61.54,5,4,11,11,5,5,51.801,22.23,3.59,NA,NA,8.94,NA,1.255005787,42.26927453
LC_1125,Livengood 157C,Livengood,157,C,5,10,197.245,197.245,5,5,11,11,7,6,152.64,22.13,30.31,NA,NA,6.35,NA,1.454807208,38.27155649
LC_1126,Livengood 157C,Livengood,157,C,10,15,206.841,206.841,5,4.5,9,9,6,6,195.559,21.18,3.47,NA,NA,4.94,NA,1.291216669,34.12684458
LC_1127,Livengood 157C,Livengood,157,C,15,20,307.749,307.749,5,5,11,10,7,7,290.665,23.21,7.9,NA,NA,5.27,NA,1.822817323,39.13903483
LC_1128,Livengood 157C,Livengood,157,C,20,25,449.137,449.137,7,8,10,9,9,10,425.051,22.45,3.32,NA,NA,4.97,NA,2.091200869,39.27585795
LC_1129,Livengood 157C,Livengood,157,C,25,30,456.838,456.838,7,4,12,8,6,9,435.735,24.75,6.24,NA,NA,9.7,NA,1.19377228,18.92228224
LC_1130,Livengood 157C,Livengood,157,C,30,35,434.598,434.598,6,5,8,8,6,10,414.317,23.98,1.18,NA,NA,8.85,NA,1.238065228,22.40741683
LC_1131,Livengood 157C,Livengood,157,C,35,40,398.463,398.463,6,5,11,10,10,10,382.818,22.57,2.05,NA,NA,9.24,NA,1.320855557,20.33761196
LC_1132,Livengood 164A,Livengood,164,A,0,5,134.83,134.83,5,5,10,9.5,6.5,5.5,115.82,22.26,10.15,NA,NA,NA,NA,1.737717231,43.60407394
LC_1133,Livengood 170A,Livengood,170,A,0,5,84.48,84.48,2,2,7,7,7,7,75.97,23.32,5.89,NA,NA,NA,NA,0.429959784,8.130079248
LC_1134,Livengood 173A,Livengood,173,A,0,5,149.9,149.9,5,6,12,10.5,8,6.5,97.61,22.69,26,NA,NA,NA,NA,1.497548328,42.62895033
LC_1135,Livengood 173A,Livengood,173,A,5,10,188.8,188.8,5,6,9.5,10,7,6,174.44,23.69,9.85,NA,NA,NA,NA,1.557839021,33.851439
LC_1136,Livengood 173A,Livengood,173,A,10,15,148.7,148.7,5,3,8,9,5,5,144.23,24.08,0.77,NA,NA,NA,NA,1.402532913,27.67425653
LC_1137,Livengood 176A,Livengood,176,A,0,5,108.84,108.84,5,5,9.5,9.5,5,5,81.25,23.83,6.01,NA,NA,NA,NA,1.31786638,29.48127547
LC_1138,Livengood 176A,Livengood,176,A,5,10,210.46,210.46,5,5,8,9,5.5,6,204.26,22.38,1.3,NA,NA,NA,NA,1.233728786,21.87027418
LC_3000,LittleYunBear 664C,LittleYunBear,664,C,0,5,158.2,72.6,2.5,2,5,5,10,10,68.78,50.48,2,NA,NA,22.03,0.8,1.48,26.45
LC_3001,FrozenFish 1820B,FrozenFish,1820,B,0,5,124.4,70.39,2,3,5,5,10.5,11,68.52,50.53,0.94,NA,NA,40.38,0.44,0.64,9.3
LC_3002,Marr 2835A,Marr,2835,A,0,5,88.38,51.05,4,4.5,5,5,11,10.5,44.4,44.4,6.91,NA,NA,30.86,4.82,1.75,40.82
LC_3003,PreachPreacher 918A,PreachPreacher,918,A,0,5,408.51,107.4,5,4.5,5.5,6,11,11,95.81,51.88,9.01,NA,NA,20.29,3.57,1.88,36.11
LC_3004,PreachPreacher 918A,PreachPreacher,918,A,5,10,408.51,119.06,4.5,4,6,5.5,11,10.5,108.2,50.78,7.86,NA,NA,16.31,3.09,2.11,40.88
LC_3005,LittleYunBear 510A,LittleYunBear,501,A,0,5,807.37,129.7,4.5,5,6.5,5.5,11,11.5,120.41,50.95,5.2,NA,NA,19.7,2.03,1.82,45.1
LC_3006,LittleYunBear 510A,LittleYunBear,501,A,5,10,807.37,189.98,4.5,4.5,5.5,6.5,11.5,12,182.6,51.86,3.13,NA,NA,17.01,0.94,2.01,44.54
LC_3007,LittleYunBear 510A,LittleYunBear,501,A,10,15,807.37,133.65,3.5,4,6,6,12,12,128.29,50.85,1.16,NA,NA,19.79,0.37,1.8,36.57
LC_3008,FrozenFish 953A,FrozenFish,953,A,0,5,107.74,61.21,3.5,3,5,5,10,10,54.43,49.95,2.29,NA,NA,34,1.78,1.21,29.69
LC_3009,FrozenFish 1820A,FrozenFish,1820,A,0,5,102.15,58.23,3,3,4.5,5,11,11,53.74,50.04,3.58,NA,NA,32.02,2.44,1.61,32.69
LC_3010,FrozenFish 1202A,FrozenFish,1202,A,0,5,72.26,29.07,3.5,3,5,5,11.5,11.5,23.02,23.02,3.46,NA,NA,18.64,2.62,1.34,34.64
LC_3011,FrozenCalf 686A,FrozenCalf,686,A,0,5,65.3,31.32,1.5,1,5.7,5.7,11.5,11.5,26.05,26.05,3.15,NA,NA,15.49,1.68,1.91,26.85
LC_3012,FrozenFish 1202B,FrozenFish,1202,B,0,5,93.59,54.11,3,3.9,5.5,5,11,11.5,49.65,49.24,2.67,NA,NA,34.74,1.67,1.37,26.87
LC_3013,Tractor 2132B,Tractor,2132,B,0,5,52.32,23.9,3.5,4,5,5,11,11,18.19,17.95,3.91,NA,NA,13.69,2.89,1.27,31.59
LC_3014,Tractor 2759C,Tractor,2759,C,0,5,71.91,29.89,2,2.5,6.5,5,12,12,25.14,25.14,14.67,NA,NA,19.15,2.02,1.13,30.12
LC_3015,LilYunBear 410C,LittleYunBear,410,C,0,5,110.93,48.72,3.5,3,4,4,11,11,41.19,41.19,14,NA,NA,23,2.81,1.48,29.45
LC_3016,FrozenCalf 11B,FrozenCalf,11,B,0,5,206.2,105.08,3.5,3.3,4.8,5,10,11,94.57,50.16,4.73,1.73,1.2,32.45,2.75,0.77,12.48
LC_3017,FrozenFish 2616A,FrozenFish,2616,A,0,5,184.48,42.99,4.5,4.5,4.5,4.2,11.5,11.5,36.17,36.17,11.5,NA,NA,26.18,2.43,1.65,41.68
LC_3018,FrozenFish 2616A,FrozenFish,2616,A,5,10,184.48,39.39,1.7,2,4.5,4.5,10,10,32.5,32.5,5.36,0.51,0.5,24.66,3.05,0.67,12.14
LC_3019,FrozenCalf 11A,FrozenCalf,11,A,0,5,105.6,46.93,3.5,3,4.3,5,13.5,13,40.67,40.35,11.54,NA,NA,22.06,2.34,2.1,41.9
