sample_id,field_id,fire,site,plot,soil_depth_top_cm,soil_depth_bottom_cm,initial_mass_g,pre_homo_subsample_mass_g,cn_d1,cn_d2,cn_w1,cn_w2,cn_l1,cn_l2,homogenized_soil_mass_g,subsample_fine_wet_mass_g,coarse_wet_mass_g,rock_weight_g,rock_volume_ml,subsample_fine_dry_mass_g,coarse_dry_mass_g,N_weight_per,C_weight_per
LC_3406,Livengood 134C,Livengood,134,C,0,5,562.93,42.1,5,4.8,4.7,5.1,4.5,4.4,30.76,30.76,4.32,NA,NA,9.15,1.82,1.7,47.86
LC_3407,Livengood 134C,Livengood,134,C,5,10,562.93,116.12,4.7,5.1,5,5.2,5.1,4.9,91.17,52.95,6.75,NA,NA,13.39,2.09,1.83,32.37
LC_3408,Livengood 134C,Livengood,134,C,10,15,562.93,93.81,4,4,4.3,4.3,4,4.7,78.93,51.25,1.26,NA,NA,20.6,0.62,1.24,19.92
LC_3409,Shovel 26A,Shovel,26,A,0,5,93.14,9.66,5.5,5,3.5,3.5,5.5,5.5,5.61,5.61,0.42,NA,NA,4.78,0.09,1.16,49.2
LC_3410,Shovel 26A,Shovel,26,A,5,10,93.14,16.12,5,5,3.9,4,6,6.1,8.15,8.15,2.91,NA,NA,6.85,2.2,1.12,46.64
LC_3411,Shovel 26A,Shovel,26,A,10,15,93.14,29.16,4,4,4,4,7,6.2,22.41,22.41,1.69,NA,NA,12.36,1.19,1.53,37.07
LC_3412,Shovel 18B,Shovel,18,B,0,5,62.69,8.93,5,4.3,3.2,3.5,4.5,4.8,5.13,5.13,0.56,NA,NA,4.57,0.75,1.47,49.67
LC_3413,Shovel 18B,Shovel,18,B,5,10,62.69,13.96,5,5,4.6,4,6,5.5,7.81,7.81,1.26,NA,NA,5.7,0.83,1.44,49.57
LC_3414,Shovel 18B,Shovel,18,B,10,15,62.69,15.25,5,5,3.3,3.3,4.2,5.2,9.43,9.43,0.88,NA,NA,3.79,0.37,1.51,46.86
LC_3415,Livengood 126C,Livengood,126,C,0,5,420.78,14.28,5,5.5,5.5,4.5,5.5,5.3,7.56,7.56,0.22,NA,NA,6.21,0.55,1.24,44.5
LC_3416,Livengood 126C,Livengood,126,C,5,10,420.78,43.02,5,4.7,5,5.4,5.5,6.3,31.91,31.91,2.15,NA,NA,10.06,0.91,1.54,46.29
LC_3417,Livengood 126C,Livengood,126,C,10,15,420.78,64.71,4.8,5,4.5,4,5.1,5,54.66,50.38,4.53,NA,NA,11.53,1.62,2.03,42.03
LC_3418,Livengood 126C,Livengood,126,C,15,20,420.78,65.42,5,5.2,3.8,3.7,4.5,4.2,55.17,50.71,3.09,NA,NA,12.64,0.95,1.95,38.79
LC_3419,Livengood 126C,Livengood,126,C,20,25,420.78,38.51,2.9,2.4,3,3.7,4.7,4.7,32.26,32.26,0.67,NA,NA,8.19,0.14,2.07,38.04
LC_3420,Aggie 99A,Aggie,99,A,0,5,799.56,66.66,6.5,5,6.7,7,5.8,5.8,56.73,50.21,0.99,NA,NA,7.08,0.4,0.96,46.19
LC_3421,Aggie 99A,Aggie,99,A,5,10,799.56,49.31,5,4.7,5.2,5.3,6,6.2,41.21,41.21,2.13,NA,NA,4.99,1.02,0.75,44.37
LC_3422,Aggie 99A,Aggie,99,A,10,15,799.56,52.01,4.6,5,4.8,4,6.5,5.7,45.45,45.45,1.48,NA,NA,6.37,0.38,0.93,44.76
LC_3423,Aggie 99A,Aggie,99,A,15,20,799.56,85.44,5,4,5.9,5,6,5.6,77.41,50.53,2.32,NA,NA,6.36,0.58,0.96,44.75
LC_3424,Aggie 99A,Aggie,99,A,20,25,799.56,73.44,5,5,5.5,4.5,6.4,6.8,69.01,49.73,0.33,NA,NA,8.82,0.1,1.03,46
LC_3425,Aggie 99A,Aggie,99,A,25,30,799.56,73.11,4,3.3,4.8,3.9,5.9,5.5,61.13,50.28,4.55,NA,NA,10.69,1.05,1.54,45.17
LC_4000,BitWein43A,BitzshitiniWien,43,A,0,5,625.64,54.7,5,5,9.5,9.5,5,5.5,43.7,43.7,5,NA,NA,9.96,1.64,1.32,45.40489215
LC_4001,BitWein43A,BitzshitiniWien,43,A,5,10,625.64,147.82,5,5,8.5,9,5.5,5.5,140.98,49.73,2.26,NA,NA,11.29,0.68,1.74,36.46
LC_4002,BitWein43A,BitzshitiniWien,43,A,10,15,625.64,144.64,3,3.5,9,9,5,4.5,141.02,49.41,0.44,NA,NA,20.43,0.09,0.81,16.42241878
LC_4003,KilTalHol55A,KilolitnaTalHolanada,55,A,0,5,114.91,64.26,3,3.5,10,10,5,5,57.7,50.05,3.46,NA,NA,14.08,1.33,1.69,46.47613311
LC_4004,ChitMoo38C,ChitananaMooseheart,38,C,0,5,670.77,24.73,5,5,9,9,5,5,18.5,18.5,3.4,NA,NA,13.48,2.41,1.29,40.69732865
LC_4005,ChitMoo38C,ChitananaMooseheart,38,C,5,10,670.77,93.67,5,5,10,10,5.5,6,67.3,50.7,18.5,NA,NA,29.25,8.72,0.59,18.24
LC_4006,ChitMoo38C,ChitananaMooseheart,38,C,10,15,670.77,153.01,5,4.5,10,9.5,5,5.5,143.17,49.73,6.56,NA,NA,29.87,2.96,0.39,9.139945822
LC_4007,BitWein40C,BitzshitiniWien,40,C,0,5,599.74,66.19,5,5,8.5,10,5,4.5,44.32,44.32,16.31,NA,NA,14.19,5.55,1.65,42.84963848
LC_4008,BitWein40C,BitzshitiniWien,40,C,5,10,599.74,183.04,5,5,9.5,9.5,5,5,166.5,50.04,6.89,NA,NA,21.89,3.69,0.81,16.92364162
LC_4009,BitWein40C,BitzshitiniWien,40,C,10,15,599.74,72.07,1.5,1.5,7.5,8.5,5,5,69.39,50.26,1.5,NA,NA,29.3,0.59,0.33,4.461866025
LC_4010,BitWein39C,BitzshitiniWien,39,C,0,5,1186.29,226.24,5,5,10,10.5,5,5,198.3,49.8,9.4,NA,NA,8.91,2.91,2.01,40.63
LC_4011,BitWein39C,BitzshitiniWien,39,C,5,10,1186.29,292.7,5,5,10.5,10,5.5,5,273.9,49.6,11.1,NA,NA,11.62,2.75,1.67,36.25511843
LC_4012,BitWein39C,BitzshitiniWien,39,C,10,15,1186.29,117.74,2,1.5,10.5,10,5,5,114.37,49.95,0.75,NA,NA,23.7,0.21,0.72,12.31435711
LC_4013,ChitMoo37C,ChitananaMooseheart,37,C,0,5,973.94,126.01,5,5,9,10,5,5,103.16,50.11,16.97,NA,NA,28.06,8.52,0.81,15.62635899
LC_4014,ChitMoo37C,ChitananaMooseheart,37,C,5,10,973.94,258.87,5,5,9.5,9,4.5,4.5,252.38,50.1,1.98,NA,NA,29.71,1.07,0.43,8.707518278
LC_4015,ChitMoo37C,ChitananaMooseheart,37,C,10,15,973.94,74.49,2,2,8,8.5,4,4,73.16,49.94,0.82,NA,NA,35.56,3.7,0.22,3.53
LC_4016,SnoEag64C,SnohomishEagle,64,C,0,5,109.95,46.47,5,5,9.5,10,4.5,4.5,39.84,39.84,3.56,0.21,0.21,35.55,2.94,1.25,29.53
LC_4017,SnoEag64C,SnohomishEagle,64,C,5,10,109.95,23.94,1,1,7,7,4.5,4.5,23.78,23.78,0.14,NA,NA,20.51,0.02,0.34,7.518342531
LC_4018,KilTal54C,KilolitnaTal,54,C,0,5,446.03,72.4,5,5,10,10,5.5,5,65.79,49.7,3.92,NA,NA,16.35,1.63,1.76,46.60389579
LC_4019,KilTal54C,KilolitnaTal,54,C,5,10,446.03,132.98,3.5,3.5,10,10,5,5.5,123.65,50.14,4.64,NA,NA,23.29,1.34,0.84,18.88922137
LC_4020,ChitMoo37A,ChitananaMooseheart,37,A,0,5,372.19,89.83,5,5,10,10,5,5,70.3,49.9,14.1,NA,NA,20.33,5.08,1.88,38.58
LC_4021,ChitMoo37A,ChitananaMooseheart,37,A,5,10,372.19,100.6,2.5,2.5,9.5,9.5,5,4.5,96.98,49.72,1.41,NA,NA,27.26,0.63,0.66,12.64850567
LC_4022,KilTalHol55B,KilolitnaTalHolanada,55,B,0,5,626.75,158.91,5,4.5,10,10,5.5,5.5,122.95,50.22,28.64,13.3,13.3,29.85,21.63,0.57,11.55760891
LC_4023,KilTalHol55B,KilolitnaTalHolanada,55,B,5,10,626.75,120.98,2.5,2,10.5,10,6,5,107.48,50.07,0.78,4.5,4.5,37.6,0.39,0.23,3.056476506
LC_4024,SnoEag60B,SnohomishEagle,60,B,0,5,296.19,146.64,5,5,11.5,11.5,6,6,110.11,50.15,13.87,NA,NA,35.39,8.53,0.44,8.442165012
LC_4025,MudNowDir67A,MudNowitnaDirt,67,A,0,5,353.49,44.37,5,5,10,9,5,5,29.19,29.19,3.92,NA,NA,17.8,2.67,1.1,27.75
LC_4026,MudNowDir67A,MudNowitnaDirt,67,A,5,10,353.49,98.98,5,5,10,10,4.5,4.5,83.95,49.97,10.21,NA,NA,28.74,5.6,0.64,14.57477382
LC_4027,MudNowDir67A,MudNowitnaDirt,67,A,10,15,353.49,59.35,2,2,10,10,5,4.5,57.98,49.56,0.4,NA,NA,29.06,0.12,0.36,8.59
LC_4028,Doug12C,DouglasBonanza,12,C,0,5,1752.58,39.16,5,5,9.5,10,1.5,4.5,24.93,24.93,10.05,NA,NA,12.15,4.22,0.97,39.5867761
LC_4029,Doug12C,DouglasBonanza,12,C,5,10,1752.58,57.63,5,5,10,10.5,4.5,4.5,45.54,45.54,8.84,NA,NA,6.73,2.64,0.96,46.19
LC_4030,Doug12C,DouglasBonanza,12,C,10,15,1752.58,78.46,5,5,10,10.5,4.5,5,65.26,49.56,8.34,NA,NA,4.51,2.15,0.77,45.96
LC_4031,Doug12C,DouglasBonanza,12,C,15,20,1752.58,99.37,5,5,10.5,10.5,4.5,5,83.42,49.96,10.81,NA,NA,4.47,3,0.76,43.79311675
LC_4032,Doug12C,DouglasBonanza,12,C,20,25,1752.58,125.06,5,5,10,10,5,5,116.9,50.7,7.3,NA,NA,4.27,1.43,0.77,43.9
LC_4033,Doug12C,DouglasBonanza,12,C,25,30,1752.58,186.45,5,5,11,11.5,5,5,174.7,49.7,3.7,NA,NA,4.64,0.59,0.95,43.5
LC_4034,Doug12C,DouglasBonanza,12,C,30,35,1752.58,208.64,5,5,11,11,5,5,163.5,49.7,14.2,NA,NA,5.83,3.44,1.15,43.30172182
LC_4035,Doug12C,DouglasBonanza,12,C,35,40,1752.58,77.01,2.5,2,10.5,11,5,5,56.1,50.1,12.4,NA,NA,6.76,1.73,1.24,41.02164931
LC_4036,Doug18A,Douglas,18,A,0,5,1325.01,44.43,5,5,9.5,9,4.5,4,38.94,38.94,1.41,NA,NA,6.32,0.53,0.95,46.66
LC_4037,Doug18A,Douglas,18,A,5,10,1325.01,75.52,5,5,10,10,5,4.5,64.39,50.47,2.13,NA,NA,5.97,0.89,0.88,46.06336136
LC_4038,Doug18A,Douglas,18,A,10,15,1325.01,85.88,5,5,9.5,9.5,5,4.5,76.92,50.43,2.11,NA,NA,6.06,0.61,0.95,46.74148637
LC_4039,Doug18A,Douglas,18,A,15,20,1325.01,108.09,5,5,9.5,9.5,5,5,93.79,50.3,4.99,NA,NA,5.14,1.06,0.87,45.66041751
LC_4040,Doug18A,Douglas,18,A,20,25,1325.01,103.86,5,5,9,8,4.5,4.5,85.63,50.05,11.06,NA,NA,7.06,2.6,1.13,47.2
LC_4041,Doug18A,Douglas,18,A,25,30,1325.01,128.07,5,5,9.5,9,5,5,115.57,50.12,5.9,NA,NA,8.16,1.21,1.45,45.7586965
LC_4042,Doug18A,Douglas,18,A,30,35,1325.01,76.16,4,3,8,7,4,4.5,74.74,50.17,0.1,NA,NA,7.05,0.01,1.25,44.45
LC_4043,BitWein40A,BitzshitiniWien,40,A,0,5,1531.52,91.42,5,5,5,5,9,10,77.59,49.98,6.82,NA,NA,10.82,2.2,1.39,43.06
LC_4044,BitWein40A,BitzshitiniWien,40,A,5,10,1531.52,98.48,5,5,5,5,8,8,87.05,49.5,2.4,NA,NA,9.18,0.58,1.59,44.93
LC_4045,BitWein40A,BitzshitiniWien,40,A,10,15,1531.52,181.47,5,5,6,5.5,7,8,172.04,50.01,2.7,NA,NA,10.23,0.71,1.87,37.73
LC_4046,BitWein40A,BitzshitiniWien,40,A,15,20,1531.52,227.58,5,5,5.5,5.5,8.5,8.5,219.25,49.9,1.95,NA,NA,14.94,0.54,1.57,26.8
LC_4047,BitWein40A,BitzshitiniWien,40,A,20,25,1531.52,122.47,3.5,3,5,4.5,9,7.5,120.25,50.74,0.29,NA,NA,15.2,0.04,1.88,32.57
LC_4048,Doug16A,Douglas,16,A,0,5,1193.13,90.99,5,5,5,4.5,10.5,9.5,66.78,50,14.95,NA,NA,11.86,4.33,0.91,44.86
LC_4049,Doug16A,Douglas,16,A,5,10,1193.13,139.75,5,5,5,5,9.5,9,119.76,50.15,15.23,NA,NA,7.36,3.87,1.52,46.38
LC_4050,Doug16A,Douglas,16,A,10,15,1193.13,204.87,5,5,5.5,4.5,9,8.5,187.02,50.19,3.45,NA,NA,9.47,0.84,2.12,45.46
LC_4051,Doug16A,Douglas,16,A,15,20,1193.13,140.89,5,5,5,5.5,7.5,7,123.43,49.77,7.58,NA,NA,11.69,1.92,2.16,43.41
LC_4052,ChitMoo36B,ChitananaMooseheart,36,B,0,5,NA,39.45,5,5,5,4,10,9,25.59,25.59,6.29,NA,NA,7.77,2.45,1.46,45.82
LC_4053,ChitMoo36B,ChitananaMooseheart,36,B,5,10,NA,91.59,5,5,5,5,10.5,9.5,57.06,49.74,22.54,NA,NA,11.69,7.22,1.69,40.35
LC_4054,ChitMoo36B,ChitananaMooseheart,36,B,10,15,NA,179.94,5,5,4.5,4.5,10.5,10.5,155.52,49.93,10.5,NA,NA,11.94,3.78,1.78,33.77
LC_4055,ChitMoo36B,ChitananaMooseheart,36,B,15,20,NA,242.66,5,5,4.5,4.5,11,10.5,234.05,50.05,2.32,NA,NA,15.6,0.82,1.62,26.72
LC_4056,ChitMoo36B,ChitananaMooseheart,36,B,20,25,NA,260.64,5,5,5,5,11,10.5,243.39,49.77,5.35,NA,NA,20.76,1.23,1.3,21.57
LC_4057,ChitMoo36B,ChitananaMooseheart,36,B,25,30,NA,45.39,1,0.5,4.5,5,7,7,41.46,41.46,0.51,NA,NA,25.95,0.3,0.48,10.63
LC_4058,BitCosLil49A,BitzshitiniCosnaLittle,49,A,0,5,2058.04,107.66,5,5,4.5,6,9.5,9,69.44,49.82,28.72,NA,NA,16.51,10.77,1.34,34.63351514
LC_4059,BitCosLil49A,BitzshitiniCosnaLittle,49,A,5,10,2058.04,176.36,5,5,5,6.5,9.5,9,143.98,49.91,17.3,NA,NA,13.71,5.21,1.23,25.43
LC_4060,BitCosLil49A,BitzshitiniCosnaLittle,49,A,10,15,2058.04,203.16,5,5,6.5,4.5,8,8,170.15,50.61,18.5,NA,NA,15.56,5.17,1,17.88
LC_4061,BitCosLil49A,BitzshitiniCosnaLittle,49,A,15,20,2058.04,229.3,5,5,6,5.5,7.5,8,216.28,49.47,4.61,NA,NA,14.29,1.36,1.84,27.9
LC_4062,BitCosLil49A,BitzshitiniCosnaLittle,49,A,20,25,2058.04,285.84,5,5,6,5.5,8,8.5,269.51,50.29,5.8,NA,NA,27.06,2.77,0.59,9.34
LC_4063,BitCosLil49A,BitzshitiniCosnaLittle,49,A,25,30,2058.04,156.14,3.5,2.5,5.5,5.5,8.5,8,154.18,49.53,0.27,NA,NA,30.04,0.08,0.36,6.82
LC_4064,SnoEag60A,SnohomishEagle,60,A,0,5,473.48,83.88,5,5,5,5,10,10,72.37,50.02,5.53,NA,NA,26.65,2.62,0.85,24.13
LC_4065,SnoEag60A,SnohomishEagle,60,A,5,10,473.48,106.78,5,5,5.5,5,11,10.5,85.77,49.74,15.3,NA,NA,27.61,7.14,0.89,22.2
LC_4066,Isom3C,Isom,3,C,0,5,795.35,83.32,5,5,5.5,5,10.5,10.5,65.66,49.98,10.01,NA,NA,12.14,3.44,1.54,33.42
LC_4067,Isom3C,Isom,3,C,5,10,795.35,102.15,5,5,5,5,9.5,10,71.77,50.03,22.45,NA,NA,13.32,9.98,1.55,37.57
LC_4068,Isom3C,Isom,3,C,10,15,795.35,179.97,5,5,5,5,9,9.5,163.63,49.28,7.35,NA,NA,21.85,2.57,0.6,14.41
LC_4069,MmBon6A,MmBonanza,6,A,0,5,411.88,60.3,5,5,5.5,5,10,10,44.22,44.22,12.64,NA,NA,14.75,4.95,1.25,42.22065296
LC_4070,MmBon6A,MmBonanza,6,A,5,10,411.88,114.62,5,5,5,5,8.5,8,95.86,49.69,8.19,NA,NA,13.09,2.64,1.39,32.42223792
LC_4071,Doug17B,Douglas,17,B,0,5,1641.43,74.23,5,5,5,4.5,9.5,9.5,48,48,21.96,NA,NA,11.48,7.19,1.23,46.56
LC_4072,Doug17B,Douglas,17,B,5,10,1641.43,159.47,5,5,6,5,10,9,128.45,50.01,17.38,NA,NA,8.05,4.2,1.67,44.67762764
LC_4073,Doug17B,Douglas,17,B,10,15,1641.43,159.73,5,5,5.5,5,8.5,8.5,151.04,49.98,2.84,NA,NA,6.88,0.72,1.71,45.46385954
LC_4074,Doug17B,Douglas,17,B,15,20,1641.43,153.26,5,5,5,4.5,8.5,8.5,144.39,49.99,3.12,NA,NA,8.41,0.84,1.7,47.68
LC_4075,Doug17B,Douglas,17,B,20,25,1641.43,122.07,5,5,5,5,8,8,102.77,50.38,5.17,NA,NA,10.55,1.6,1.87,47.27219291
LC_4076,Doug17B,Douglas,17,B,25,30,1641.43,127.62,5,5,5.5,5,7.5,7,121.83,50.02,0.58,NA,NA,11.21,0.2,1.86,47.68
LC_4077,MmBon7B,MmBonanza,7,B,0,5,2204.09,105.62,5,5,5.5,5,11,11,82.02,49.98,15.07,NA,NA,7.44,4.29,1.36,42.02409498
LC_4078,MmBon7B,MmBonanza,7,B,5,10,2204.09,139.93,5,5,6.5,5.5,10.5,10.5,164.81,49.97,23.5,NA,NA,7.7,6.4,1.84,46.05
LC_4079,MmBon7B,MmBonanza,7,B,10,15,2204.09,341.22,5,5,6.5,6,11.5,11,310.46,49.88,11.42,NA,NA,8.28,2.8,1.94,42.49
LC_4080,MmBon7B,MmBonanza,7,B,15,20,2204.09,331.31,5,5,7,6,10,10,270.83,49.62,14.86,NA,NA,10.08,3.26,2.17,42.79
LC_4081,MmBon7B,MmBonanza,7,B,20,25,2204.09,223.51,4.5,4.5,7,6,10,9,215.11,50.72,0.9,NA,NA,18.67,0.4,1.25,30.23
LC_4082,Isom2A,Isom,2,A,0,5,176.79,28.31,5,5,8,7.5,13,13,10.66,10.34,10.23,NA,NA,9.01,8.49,1.21,48.39
LC_4083,Isom2A,Isom,2,A,5,10,176.79,32.57,5,5,6.5,6,13.5,13,18.67,18.67,10.2,NA,NA,8.98,5.1,1.06,48
LC_4084,Isom2A,Isom,2,A,15,20,176.79,17.83,4,4,5,4,11,10,9.71,9.71,5.24,NA,NA,4.29,2.52,1.02,45.88
LC_4085,SnoEag62B,SnohomishEagle,62,B,0,5,454.37,123.84,5,5,6,5.5,9.5,9.5,117.99,49.77,1.62,NA,NA,21.95,0.88,1.4,32.37
LC_4086,SnoEag62B,SnohomishEagle,62,B,5,10,454.37,39.23,1.5,1.5,4,3.5,7,7,36.41,36.41,1.54,NA,NA,18.27,0.68,0.95,20.19
LC_4087,BitCosLil45C,BitzshitiniCosnaLittle,45,C,0,5,1194.92,58.29,5,5,6,5,11,10,37.05,37.05,14.88,NA,NA,9.14,4.63,1.37,45.15
LC_4088,BitCosLil45C,BitzshitiniCosnaLittle,45,C,5,10,1194.92,76.53,5,5,6,5,12.5,12,63.46,50.01,6.49,NA,NA,9.03,2.48,1.32,46.3
LC_4089,BitCosLil45C,BitzshitiniCosnaLittle,45,C,10,15,1194.92,98.93,5,5,5,4.5,10,10,86.54,49.76,3.56,0.3,0.3,9.37,0.99,1.72,42.21082506
LC_4090,BitCosLil45C,BitzshitiniCosnaLittle,45,C,15,20,1194.92,195.4,5,5,5.5,4.5,10,10,176.4,50.4,7.9,NA,NA,10.01,1.84,1.79,42.25
LC_4091,BitCosLil45C,BitzshitiniCosnaLittle,45,C,20,25,1194.92,72.7,3.5,3.5,5.5,5.5,6,6,67.02,49.68,0.73,NA,NA,13.06,0.2,1.59,36.00942096
LC_4092,KilTal50B,KilolitnaTal,50,B,0,5,347.1,147.31,5,5,10,10,5,5,128.4,49.4,9.4,NA,NA,13.43,3.7,1.82,41.05
LC_4093,BitWein42A,BitzshitiniWien,42,A,0,5,767.07,44.43,5,5,6,5.5,10,9.5,25.34,25.12,11.69,NA,NA,10.43,5.06,1.16,46.27957513
