fire,site,plot,date,location,org_depth,org_hit,ar_sol_depth,ar_sol_hit,ar_height,thaw_d,thaw_hit
TananaRoad,740,A,7/25/2021,9 m,3.75,Mineral,2.75,Mineral,15.33333333,29,Rock
TananaRoad,740,A,7/25/2021,6 m,1.5,Mineral,2,Mineral,16,44,Rock
TananaRoad,740,B,7/25/2021,6 m,1.25,Mineral,2.75,Mineral,16.33333333,39,Rock
TananaRoad,740,B,7/25/2021,9 m,2,Mineral,0.5,Mineral,14.66666667,36,Rock
TananaRoad,740,B,7/25/2021,3 m,2.25,Mineral,12,Mineral,25.66666667,25,Mineral
TananaRoad,740,C,7/25/2021,3 m,1.25,Mineral,1,Mineral,13,17,Rock
TananaRoad,740,C,7/25/2021,6 m,0,Mineral,3.5,Mineral,34,34,Rock
TananaRoad,740,C,7/25/2021,9 m,3,Mineral,3,Mineral,18.33333333,33,Rock
TananaRoad,747,A,7/24/2021,9 m,3.5,Mineral,6,Mineral,13.33333333,32,Rock
TananaRoad,747,A,7/24/2021,6 m,2.75,Mineral,0,Mineral,11.66666667,42,Rock
TananaRoad,747,A,7/24/2021,3 m,0.25,Mineral,1,Mineral,11.5,52,Rock
TananaRoad,747,B,7/24/2021,9 m,2,Mineral,0,Mineral,4,39,Mineral
TananaRoad,747,B,7/24/2021,6 m,0,Mineral,1.5,Mineral,11,36,Rock
TananaRoad,747,B,7/24/2021,3 m,0,Mineral,0,Mineral,13,26,Mineral
TananaRoad,747,C,7/24/2021,6 m,13,Mineral,4,Mineral,5,67,Rock
TananaRoad,747,C,7/24/2021,3 m,12.75,Mineral,0,Mineral,9.833333333,45,Rock
TananaRoad,747,C,7/24/2021,9 m,2,Mineral,2,Mineral,7,12,Rock
TananaRoad,757,A,7/25/2021,6 m,3,Mineral,1,Mineral,13.83333333,26,Rock
TananaRoad,757,A,7/25/2021,3 m,1.75,Mineral,1.75,Mineral,16.33333333,31,Rock
TananaRoad,757,A,7/25/2021,9 m,0,Mineral,0,Mineral,17,37,Rock
TananaRoad,757,B,7/25/2021,3 m,2.75,Mineral,2.75,Mineral,20.33333333,42,Rock
TananaRoad,757,B,7/25/2021,9 m,4,Mineral,8.75,Mineral,4.666666667,30,Rock
TananaRoad,757,B,7/25/2021,6 m,10,Mineral,6.25,Mineral,10.16666667,30,"Mineral,Rock"
TananaRoad,757,C,7/25/2021,6 m,2,Mineral,2.25,Mineral,11.5,35,Rock
TananaRoad,757,C,7/25/2021,3 m,5,Mineral,1.5,Mineral,14,41,Mineral
TananaRoad,757,C,7/25/2021,9 m,9,Mineral,1.75,Mineral,14.5,25,Rock
TananaRoad,777,A,7/25/2021,3 m,0,Mineral,6.25,Mineral,32,16,Rock
TananaRoad,777,A,7/25/2021,9 m,0,Mineral,1.5,Mineral,14,32,Mineral
TananaRoad,777,A,7/25/2021,6 m,3.75,Mineral,0.5,Mineral,14.66666667,37,Rock
TananaRoad,777,B,7/25/2021,3 m,4,Mineral,1.5,Mineral,17.16666667,41,"Mineral,Rock"
TananaRoad,777,B,7/25/2021,6 m,0,Mineral,3.5,Mineral,17.83333333,22,Rock
TananaRoad,777,B,7/25/2021,9 m,2,Mineral,3,Mineral,21.33333333,50,Rock
TananaRoad,777,C,7/25/2021,6 m,4.75,Mineral,1.25,Mineral,23.66666667,49,Rock
TananaRoad,777,C,7/25/2021,3 m,0,Mineral,2,Mineral,24,28,Rock
TananaRoad,777,C,7/25/2021,9 m,1,Mineral,1.25,Mineral,22.66666667,23,Rock
TananaRoad,876,A,7/25/2021,9 m,20,"Mineral,Rock",12.5,Mineral,6.5,28,Rock
TananaRoad,876,A,7/25/2021,3 m,15,Rock,22,Rock,13.33333333,39,Rock
TananaRoad,876,A,7/25/2021,6 m,14.5,Rock,24,Mineral,4.25,34,Rock
TananaRoad,876,B,7/25/2021,6 m,17,Rock,38.5,Rock,5.5,64,Rock
TananaRoad,876,B,7/25/2021,9 m,17,Rock,19,Rock,7.166666667,46,Rock
TananaRoad,876,B,7/25/2021,3 m,9,Rock,11,Mineral,8.333333333,55,Rock
TananaRoad,876,C,7/25/2021,3 m,15,Mineral,15,Mineral,29.33333333,48,Rock
TananaRoad,876,C,7/25/2021,9 m,1.5,Mineral,12,Rock,20.66666667,12,Rock
TananaRoad,876,C,7/25/2021,6 m,5.25,Mineral,6,Mineral,22.5,66,Rock
TananaRoad,905,A,7/25/2021,9 m,27.75,Rock,19,Rock,16.33333333,31,Rock
TananaRoad,905,A,7/25/2021,3 m,15.75,Rock,18,Rock,10.5,22,Rock
TananaRoad,905,A,7/25/2021,6 m,19,Rock,16,Rock,16.33333333,19,Rock
TananaRoad,905,B,7/25/2021,6 m,12,Rock,9,Rock,15.33333333,16,Rock
TananaRoad,905,B,7/25/2021,9 m,16,Rock,16,Rock,21.33333333,48,Rock
TananaRoad,905,B,7/25/2021,3 m,11,Rock,11,Rock,20.66666667,35,Rock
TananaRoad,905,C,7/25/2021,9 m,22,Rock,24,Rock,3.5,24,Rock
TananaRoad,905,C,7/25/2021,3 m,24.5,Rock,22,Rock,8,25,Rock
TananaRoad,905,C,7/25/2021,6 m,19,Rock,41,Rock,8.666666667,26,Rock
TananaRoad,929,A,7/24/2021,3 m,22.5,Mineral,8,Mineral,17.33333333,50,Rock
TananaRoad,929,A,7/24/2021,6 m,9.5,Mineral,14,Mineral,16,NA,
TananaRoad,929,A,7/24/2021,9 m,20,Mineral,10,Mineral,20,46,Rock
TananaRoad,929,B,7/24/2021,9 m,1.25,Mineral,9.5,Mineral,17,40,Rock
TananaRoad,929,B,7/24/2021,3 m,15,Mineral,8,Mineral,15.33333333,55,Rock
TananaRoad,929,B,7/24/2021,6 m,11.5,Mineral,0,Mineral,14.33333333,42,Rock
TananaRoad,929,C,7/24/2021,6 m,1.75,Mineral,6.25,Mineral,24,46,Mineral
TananaRoad,929,C,7/24/2021,3 m,11.5,Mineral,2,Mineral,18,NA,
TananaRoad,929,C,7/24/2021,9 m,1,Mineral,1,Mineral,20.5,70,Mineral
Tractor,1232,A,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,1232,A,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,1232,B,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,1232,B,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,1232,C,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,1232,C,7/21/2022,7.5 m,1.5,Mineral,NA,,NA,NA,
Tractor,2132,A,7/21/2022,7.5 m,4,Mineral,0.2,Mineral,4.15,NA,
Tractor,2132,A,7/21/2022,2.5 m,0,Mineral,0,Mineral,7.9,NA,
Tractor,2132,B,7/21/2022,7.5 m,3.5,Mineral,2.1,Mineral,2.15,NA,
Tractor,2132,B,7/21/2022,2.5 m,0.5,Mineral,0.4,Mineral,3.25,NA,
Tractor,2132,C,7/21/2022,2.5 m,0,Mineral,0,Mineral,14.25,NA,
Tractor,2132,C,7/21/2022,7.5 m,9,Mineral,9,,11.75,NA,
Tractor,2513,A,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,2513,A,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,2513,B,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,2513,B,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,2513,C,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,2513,C,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,2759,A,7/21/2022,7.5 m,0,Mineral,NA,,10.25,NA,
Tractor,2759,A,7/21/2022,2.5 m,0,Mineral,0,Mineral,12.75,NA,
Tractor,2759,B,7/21/2022,7.5 m,0,Mineral,1.5,Mineral,3.5,NA,
Tractor,2759,B,7/21/2022,2.5 m,0,Mineral,0,Mineral,5.15,NA,
Tractor,2759,C,7/21/2022,2.5 m,0,Mineral,0,Mineral,16.25,NA,
Tractor,2759,C,7/21/2022,7.5 m,0,Mineral,0,Mineral,9.25,NA,
Tractor,3982,A,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,3982,A,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,3982,B,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,3982,B,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,3982,C,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,3982,C,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,4156,A,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,4156,A,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,4156,B,7/21/2022,7.5 m,0,Mineral,NA,,NA,NA,
Tractor,4156,B,7/21/2022,2.5 m,0,Mineral,NA,,NA,NA,
Tractor,4156,C,7/21/2022,7.5 m,6,Mineral,NA,,NA,NA,
Tractor,4156,C,7/21/2022,2.5 m,0.25,Mineral,NA,,NA,NA,
